,Text,Timestamp,Platform,Hashtags,Retweets,Likes,Country,MappedSentiment,Platform_encoded_1,Platform_encoded_2,SentimentEncoded,Country_encoded
404,whisper inspir rustl leav seren forest,2016-11-15 11:45:00,facebook,"Inspiration, ForestWhispers",28,55,other,Neutral,0,0,1,3
405,savor warmth cup cocoa chilli winter even,2020-01-12 18:00:00,instagram,"Coziness, WarmWinterEvening",30,60,other,Other,1,0,2,3
406,heartfelt gratitud laughter share famili reunion,2017-12-28 19:15:00,facebook,"Gratitude, FamilyLaughter",22,45,other,Positive,0,0,3,3
407,embark culinari odyssey savor flavor around world,2019-03-02 20:20:00,twitter,"CulinaryOdyssey, FlavorsAroundTheWorld",35,70,other,Other,0,1,2,3
408,euphoria flood final puzzl piec fit perfectli,2022-06-08 15:30:00,instagram,"Euphoria, PerfectPuzzle",20,40,other,Other,1,0,2,3
409,grandeur ancient cathedr intric architectur,2018-08-18 14:45:00,facebook,"Awe, ArchitecturalGrandeur",18,35,other,Neutral,0,0,1,3
410,curios awaken mysteri ancient archaeolog site,2015-11-08 10:00:00,instagram,"Curiosity, AncientMysteries",18,35,australia,Neutral,1,0,1,0
411,giddi excit first snowflak danc sky,2020-12-02 17:30:00,twitter,"Excitement, SnowfallMagic",22,45,canada,Positive,0,1,3,1
412,content envelop aroma freshli bake bread fill air,2017-06-10 12:15:00,instagram,"Contentment, FreshBreadAroma",28,55,other,Positive,1,0,3,3
413,inspir resili lone tree stand tall storm,2021-04-15 14:20:00,facebook,"Resilience, StandingTall",35,70,usa,Other,0,0,2,5
414,lost page captiv novel transport anoth world,2019-09-28 19:45:00,twitter,"Immersion, CaptivatingNovel",20,40,uk,Other,0,1,2,4
415,drench nostalgia flip old famili photo album,2016-12-05 21:00:00,instagram,"Nostalgia, FamilyPhotoAlbum",25,50,india,Neutral,1,0,1,2
416,spark inspir ignit like shoot star night sky,2018-02-10 23:30:00,facebook,"Spark, InspirationIgnited",30,60,australia,Other,0,0,2,0
417,imbu gratitud simpl pleasur warm cup tea,2023-02-15 08:30:00,twitter,"Gratitude, WarmTea",18,35,other,Positive,0,1,3,3
418,marvel kaleidoscop color vibrant street market,2015-08-22 15:00:00,instagram,"Marvel, ColorfulStreetMarket",22,45,other,Other,1,0,2,3
419,awash seren sun set tranquil lakesid retreat,2020-11-20 18:45:00,facebook,"Serenity, TranquilSunset",28,55,other,Other,0,0,2,3
420,drown sorrow memori lost love resurfac,2019-08-05 21:00:00,instagram,"Heartbreak, LostLove",15,30,usa,Other,1,0,2,5
421,numb set weight loneli grow heavier,2021-02-12 16:45:00,twitter,"Loneliness, HeavyHeart",18,35,canada,Negative,0,1,0,1
422,tear fall like raindrop mourn end cherish friendship,2020-11-28 14:20:00,facebook,"Grief, LostFriendship",22,45,uk,Negative,0,0,0,4
423,despair cloud mind feel adrift endless sea dark,2016-05-15 22:30:00,instagram,"Despair, EndlessDarkness",28,55,australia,Negative,1,0,0,0
424,shatter betray trust crumbl like fragil glass,2018-09-10 13:15:00,twitter,"Betrayal, ShatteredTrust",22,45,other,Negative,0,1,0,3
425,ach heart symphoni pain play silenc solitud,2022-03-20 19:30:00,facebook,"Suffering, HeartacheSymphony",25,50,other,Negative,0,0,0,3
426,emot storm whirlwind sad engulf everi thought,2017-07-18 17:45:00,instagram,"EmotionalStorm, SadnessWhirlwind",30,60,india,Other,1,0,2,2
427,haunt regret ghost past linger relentlessli,2018-12-15 10:00:00,twitter,"Regret, HauntedPast",18,35,other,Negative,0,1,0,3
428,torn apart grief echo loss reverber soul,2015-06-28 21:15:00,facebook,"Grief, TornApart",28,55,other,Negative,0,0,0,3
429,isol deepen emot winter warmth distant memori,2020-04-02 14:20:00,instagram,"Isolation, EmotionalWinter",35,70,other,Negative,1,0,0,3
430,disappoint hope shatter like fragil glass,2019-10-08 18:30:00,twitter,"Disappointment, CrushedHopes",20,40,other,Negative,0,1,0,3
431,pain echo love cherish lost abyss time,2016-11-22 09:45:00,facebook,"LostLove, PainfulEchoes",22,45,other,Other,0,0,2,3
432,heartach deepen solitari journey abyss despair,2022-08-18 22:00:00,instagram,"Despair, AbyssOfHeartache",40,80,other,Negative,1,0,0,3
433,melancholi linger bittersweet serenad quietud solitud,2017-03-12 23:30:00,twitter,"Melancholy, QuietSerenade",18,35,uk,Negative,0,1,0,4
434,bitter like poison seep everi crevic wound heart,2015-12-15 16:15:00,facebook,"Bitterness, WoundedHeart",25,50,australia,Other,0,0,2,0
435,emot exhaust weight world crush weari shoulder,2021-09-05 13:30:00,instagram,"Exhaustion, CrushedSpirit",35,70,canada,Other,1,0,2,1
436,sorrow echo symphoni pain play string loss,2018-05-22 20:45:00,twitter,"Sorrow, SymphonyOfLoss",18,35,other,Negative,0,1,0,3
437,dark descend engulf soul shadow despair,2016-07-10 18:20:00,facebook,"Darkness, SoulEngulfed",28,55,usa,Other,0,0,2,5
438,desper whisper silent plea glimmer hope abyss,2019-04-30 14:00:00,instagram,"Desperation, GlimmerOfHope",22,45,other,Negative,1,0,0,3
439,heart ruin remnant shatter dream scatter wind,2022-01-08 11:30:00,twitter,"Ruins, ShatteredDreams",20,40,other,Other,0,1,2,3
440,shatter echo shatter dream fragment hope scatter,2017-09-10 19:15:00,twitter,"Desolation, ScatteredHope",20,40,australia,Other,0,1,2,0
441,avoid thorn regret walk barefoot path remors,2022-04-18 11:30:00,instagram,"Regret, PathOfRemorse",25,50,canada,Negative,1,0,0,1
442,labyrinth grief wall echo footstep lost joy,2018-12-05 21:45:00,facebook,"Grief, LostJoyFootsteps",18,35,usa,Negative,0,0,0,5
443,soul adrift sea solitud wave loneli crash relentlessli,2016-06-28 14:20:00,twitter,"Loneliness, CrashingWaves",22,45,uk,Negative,0,1,0,4
444,bitter betray tast linger stain palat trust,2019-10-22 17:00:00,instagram,"Bitterness, StainedTrust",15,30,other,Other,1,0,2,3
445,ruin hope echo shatter dream whisper tale loss,2021-03-15 22:45:00,facebook,"Desolation, WhisperedLoss",28,55,other,Other,0,0,2,3
446,sink like stone ocean heartbreak rippl sigh despair,2017-08-10 19:30:00,twitter,"Heartbreak, RippleOfDespair",22,45,other,Other,0,1,2,3
447,tear ink stain page journal testament silent grief,2023-01-28 14:30:00,instagram,"Grief, SilentTears",30,60,india,Negative,1,0,0,2
448,wasteland lost trust echo broken promis reverber,2016-12-12 10:00:00,facebook,"Betrayal, ReverberatingPromises",25,50,other,Negative,0,0,0,3
449,avoid shard shatter dream walk tightrop resili,2020-07-18 15:15:00,twitter,"Resilience, TightropeWalk",35,70,other,Other,0,1,2,3
450,suffoc silenc solitud echo laughter thrive,2022-05-20 20:30:00,instagram,"Isolation, SilentSolitude",30,60,other,Negative,1,0,0,3
451,haunt specter lost possibl ghost refus fade away,2019-11-08 14:45:00,twitter,"Regret, FadingPossibilities",18,35,other,Negative,0,1,0,3
452,labyrinth despair echo broken heart reverber endlessli,2017-03-28 22:00:00,facebook,"Despair, EndlessReverberation",28,55,australia,Negative,0,0,0,0
453,sink like autumn leav river sorrow carri away current,2020-09-15 18:15:00,instagram,"Sorrow, AutumnLeaves",22,45,canada,Negative,1,0,0,1
454,garden broken dream petal fall silent testimoni shatter hope,2018-06-10 13:30:00,twitter,"Desolation, ShatteredHopes",20,40,uk,Other,0,1,2,4
455,tear currenc grief spent marketplac lost love long,2016-12-22 21:45:00,facebook,"Grief, LostLoveLonging",25,50,usa,Negative,0,0,0,5
456,wander maze betray wall close everi wrong turn,2021-01-05 16:20:00,instagram,"Betrayal, ClosingWalls",15,30,other,Negative,1,0,0,3
457,soul weather storm heartbreak seek refug calm,2019-04-18 11:00:00,twitter,"Heartbreak, CalmAfterStorm",22,45,other,Other,0,1,2,3
458,tapestri despair thread hope unravel leav portrait sorrow,2017-08-28 19:30:00,facebook,"Despair, UnraveledHope",18,35,india,Negative,0,0,0,2
459,like wither rose garden love petal fall silent surrend time,2023-02-10 14:30:00,instagram,"Loss, SilentSurrender",28,55,other,Other,1,0,2,3
460,void heartach echo love song play note pang long,2022-07-10 22:15:00,instagram,"Heartache, LoveSongLonging",30,60,other,Other,1,0,2,3
461,nostalgia bittersweet danc moonlit ballroom cherish memori,2019-05-15 21:30:00,twitter,"Nostalgia, CherishedMemories",18,35,other,Neutral,0,1,1,3
462,symphoni grief tear note compos melanchol melodi,2018-11-28 14:00:00,facebook,"Grief, MelancholicMelody",22,45,other,Negative,0,0,0,3
463,betray venom serpent slither garden trust poison root,2021-03-02 17:45:00,instagram,"Betrayal, PoisonedTrust",25,50,canada,Negative,1,0,0,1
464,sink quicksand despair harder fight deeper descend,2016-10-18 19:30:00,twitter,"Despair, DeepDescent",20,40,usa,Negative,0,1,0,5
465,wander cemeteri lost dream tombston mark untold sorrow,2020-08-15 12:30:00,facebook,"Desolation, UntoldSorrows",28,55,other,Other,0,0,2,3
466,swept away river regret current past refus releas,2017-04-28 16:20:00,instagram,"Regret, PastCurrents",18,35,uk,Negative,1,0,0,4
467,whisper lost love linger attic heart forgotten eras,2019-09-10 21:00:00,twitter,"Loss, ForgottenLove",22,45,australia,Other,0,1,2,0
468,galleri broken promis shatter vow frame pain exhibit,2022-01-28 13:45:00,facebook,"Betrayal, ShatteredVows",15,30,other,Negative,0,0,0,3
469,echo solitud silent convers soul shadow,2016-06-15 22:30:00,instagram,"Solitude, ShadowConversation",30,60,other,Other,1,0,2,3
470,danc sunshin step celebr joy found simpl moment,2021-08-20 15:45:00,instagram,"Joy, SimpleMoments",40,80,usa,Positive,1,0,3,5
471,laughter echo air choru happi lift spirit higher,2018-04-12 18:30:00,twitter,"Happiness, SpiritLifter",35,70,canada,Positive,0,1,3,1
472,garden content bloom whisper tale inner peac joy,2022-02-15 12:20:00,facebook,"Contentment, InnerPeace",25,50,uk,Positive,0,0,3,4
473,chase dream vibrant sky journey fuel hope enthusiasm,2019-10-28 14:15:00,instagram,"Enthusiasm, HopefulJourney",30,60,australia,Positive,1,0,3,0
474,serenad star heart full gratitud melodi thank,2017-12-22 21:00:00,twitter,"Gratitude, ThankfulMelody",22,45,india,Positive,0,1,3,2
475,bask glow accomplish mileston step stone happi,2020-06-10 17:30:00,facebook,"Accomplishment, HappinessMilestone",28,55,other,Neutral,0,0,1,3
476,danc posit everi step rhythm uplift soul harmoni,2016-09-18 19:45:00,instagram,"Positivity, SoulUpliftment",18,35,other,Positive,1,0,3,3
477,overflow joy cup laughter share friend moment cherish,2023-03-10 14:30:00,twitter,"Joy, CherishedMoment",20,40,other,Positive,0,1,3,3
478,drape warmth kind quilt compass stitch love,2019-05-05 12:15:00,facebook,"Kindness, LoveStitches",25,50,other,Neutral,0,0,1,3
479,garden friendship bloom testament beauti camaraderi,2018-08-28 16:00:00,instagram,"Friendship, CamaraderieBlooms",30,60,other,Neutral,1,0,1,3
480,embrac love heartbeat melodi danc rhythm affect,2022-11-15 20:45:00,twitter,"Love, RhythmOfAffection",35,70,usa,Positive,0,1,3,5
481,surround color joy canva paint laughter endless smile,2019-07-02 17:00:00,instagram,"Joy, EndlessSmiles",40,80,canada,Positive,1,0,3,1
482,symphoni excit note burst energi ignit soul fervor,2021-04-18 14:20:00,facebook,"Excitement, IgnitedSoul",30,60,uk,Positive,0,0,3,4
483,surpris gift wrap anticip unfold moment delight wonder,2023-02-05 19:30:00,twitter,"Surprise, WonderfulMoment",25,50,australia,Neutral,0,1,1,0
484,lost maze curios twist turn unveil treasur discoveri,2018-09-22 12:45:00,instagram,"Curiosity, TreasuresOfDiscovery",22,45,india,Neutral,1,0,1,2
485,float cloud gratitud raindrop bless shower thank,2016-12-10 21:15:00,facebook,"Gratitude, ShowerOfThankfulness",28,55,other,Positive,0,0,3,3
486,like comet inspir streak sky creativ leav trail brillianc,2020-05-28 16:00:00,twitter,"Inspiration, BrilliantTrails",18,35,other,Neutral,0,1,1,3
487,celebr success firework accomplish light night sky triumph,2017-11-15 22:30:00,instagram,"Success, NightSkyTriumph",22,45,other,Neutral,1,0,1,3
488,symphoni laughter note key unlock door boundless happi,2021-08-02 19:00:00,facebook,"Happiness, BoundlessLaughter",30,60,other,Positive,0,0,3,3
489,carniv emot rollercoast thrill send heart wild ride,2019-03-28 15:30:00,instagram,"Thrill, WildHeartRide",35,70,other,Neutral,1,0,1,3
490,stand grandeur eiffel tower moment reflect beauti parisian dream,2018-05-12 17:30:00,twitter,"Reflection, ParisianDreams",28,55,other,Other,0,1,2,3
491,lost enchant disneyland ride journey realm childhood fantasi,2022-09-28 15:45:00,instagram,"Enchantment, ChildhoodFantasies",30,60,usa,Other,1,0,2,5
492,explor wonder ferrari world roar engin creat symphoni speed,2019-11-10 14:00:00,facebook,"Excitement, SymphonyOfSpeed",22,45,other,Positive,0,0,3,3
493,amidst tulip field keukenhof tapestri color paint soul springtim joy,2021-04-02 18:20:00,instagram,"Joy, SpringtimeColors",35,70,other,Positive,1,0,3,3
494,wander histor street kyoto step journey heart japan tradit,2017-08-22 21:30:00,twitter,"Exploration, JapaneseTraditions",18,35,other,Other,0,1,2,3
495,embrac grand canyon natur masterpiec moment marvel earth grandeur,2020-06-15 16:45:00,instagram,"Awe, EarthsGrandeur",25,50,usa,Neutral,1,0,1,5
496,journey seren santorini sunset paint sky hue tranquil,2016-09-10 19:15:00,facebook,"Serenity, SunsetHues",22,45,other,Other,0,0,2,3
497,amaz architectur marvel petra stone tell tale ancient civil,2023-01-28 13:00:00,twitter,"Amazement, AncientTales",30,60,other,Other,0,1,2,3
498,embark gondola ride venic canal reflect romanc timeless citi,2019-04-18 16:30:00,instagram,"Romance, TimelessCity",20,40,other,Other,1,0,2,3
499,summit machu picchu breathtak panorama whisper secret ancient civil,2017-11-05 22:00:00,facebook,"Awe, AncientCivilizations",28,55,other,Neutral,0,0,1,3
500,heart new york citi time squar dazzl light vibrant spectacl urban energi,2022-07-20 21:45:00,instagram,"Excitement, UrbanEnergy",35,70,usa,Positive,1,0,3,5
501,captiv histor charm colosseum stone echo tale gladiat valor,2018-03-15 17:30:00,twitter,"Captivation, GladiatorTales",25,50,other,Neutral,0,1,1,3
502,sail azur water maldiv wave whisper seren paradis,2019-10-28 14:15:00,facebook,"Serenity, ParadiseWhispers",22,45,other,Other,0,0,2,3
503,midst amazon rainforest symphoni wildlif creat orchestra natur wonder,2021-06-10 16:00:00,instagram,"Wonder, NatureOrchestra",30,60,other,Other,1,0,2,3
504,walk great wall china step testament ancient engin marvel,2017-08-18 19:30:00,twitter,"Awe, EngineeringMarvels",18,35,other,Neutral,0,1,1,3
505,summit mount fuji breathtak sunris paint sky hue accomplish,2020-04-15 05:30:00,facebook,"Accomplishment, SunriseHues",28,55,other,Neutral,0,0,1,3
506,explor ancient ruin angkor wat stone whisper stori khmer civil,2016-11-22 13:00:00,instagram,"Exploration, KhmerStories",20,40,other,Other,1,0,2,3
507,ski slope swiss alp turn danc majesti peak,2019-01-10 14:45:00,twitter,"Adventure, SnowPeakDance",22,45,other,Other,0,1,2,3
508,tranquil kyoto bamboo forest whisper ancient zen wisdom echo grove,2023-02-28 16:20:00,facebook,"Tranquility, ZenWisdom",25,50,other,Other,0,0,2,3
509,cruis fjord norway ici landscap breathtak masterpiec natur grandeur,2018-05-28 18:30:00,instagram,"Grandeur, IcyMasterpiece",22,45,other,Other,1,0,2,3
510,front row adel concert note like reson emot,2022-09-15 20:00:00,instagram,"Emotion, AdeleConcert",40,80,usa,Other,1,0,2,5
511,danc star beyoncé live show feel power ladi everi move,2019-07-28 21:30:00,twitter,"Energy, BeyonceConcert",35,70,usa,Other,0,1,2,5
512,crowd taylor swift concert lyric stori creat enchant fairi tale,2021-05-10 19:45:00,facebook,"Enchantment, TaylorSwift",30,60,usa,Other,0,0,2,5
513,rock guitar solo queen tribut concert journey back time freddi spirit,2018-12-02 22:15:00,instagram,"Nostalgia, QueenTribute",22,45,uk,Neutral,1,0,1,4
514,sway ed sheeran acoust melodi seren even fill moment,2020-08-18 19:00:00,twitter,"Serenity, EdSheeranConcert",18,35,uk,Other,0,1,2,4
515,immers pulsat beat bruno mar concert funk becom citi joy,2017-03-28 20:30:00,facebook,"Joy, BrunoMars",28,55,usa,Positive,0,0,3,5
516,michael jackson tribut show moonwalk hit celebr king pop,2022-01-15 21:15:00,instagram,"Celebration, MJTribute",25,50,usa,Other,1,0,2,5
517,swing rhythm frank sinatra tribut feel timeless charm moon,2019-06-10 18:45:00,twitter,"Charm, SinatraTribute",22,45,usa,Other,0,1,2,5
518,mosh pit metallica concert thunder chord creat symphoni headbang ecstasi,2023-03-20 22:30:00,facebook,"Ecstasy, MetallicaConcert",35,70,usa,Positive,0,0,3,5
519,experienc magic coldplay concert becom beacon hope night,2016-11-28 19:00:00,instagram,"Hope, ColdplayMagic",30,60,uk,Neutral,1,0,1,4
520,justin bieber concert infecti beat creat danc floor unbridl enthusiasm,2018-08-05 20:00:00,instagram,"Enthusiasm, JustinBieber",40,80,canada,Positive,1,0,3,1
521,spotlight ladi gaga show costum chang metamorphosi creativ artistri,2021-04-15 21:30:00,twitter,"Creativity, LadyGaga",35,70,usa,Neutral,0,1,1,5
522,immers soul melodi adel tear flow freeli move emot,2019-11-28 19:45:00,facebook,"Emotion, AdeleMelodies",30,60,uk,Other,0,0,2,4
523,drench confetti kati perri concert kaleidoscop color ignit night sky,2020-06-22 22:00:00,instagram,"Colorful, KatyPerry",22,45,usa,Other,1,0,2,5
524,audienc perform lyric state mind becom anthem pride,2017-09-10 20:15:00,twitter,"Pride, JayZAnthem",18,35,usa,Positive,0,1,3,5
525,danc shakira rhythmic beat hip sway hypnot charm lie,2022-02-28 21:15:00,facebook,"Hypnotic, ShakiraRhythms",28,55,other,Other,0,0,2,3
526,u2 concert anthem chord without creat timeless moment connect,2016-05-15 19:30:00,instagram,"Connection, U2Anthem",25,50,other,Other,1,0,2,3
527,rock gun n rose show icon riff child mine echo night,2018-12-10 22:30:00,twitter,"Iconic, GNRConcert",22,45,usa,Other,0,1,2,5
528,crowd ariana grand concert high note creat euphor symphoni,2023-01-22 20:00:00,facebook,"Euphoria, ArianaGrande",35,70,usa,Other,0,0,2,5
529,sway regga vibe bob marley tribut concert chord journey jamaica soul,2020-03-05 18:45:00,instagram,"Journey, BobMarleyTribute",30,60,other,Other,1,0,2,3
530,captiv spellbind plot twist audienc applaud experienc rollercoast emot movi premier,2018-10-12 20:00:00,twitter,"Excitement, MoviePremiereThrills",40,80,usa,Positive,0,1,3,5
531,credit roll profound sens nostalgia wash reminisc cherish moment classic film,2019-06-25 22:15:00,instagram,"Nostalgia, ClassicFilmMoments",35,70,uk,Neutral,1,0,1,4
532,stream latest web seri viewer engross charact journey feel sens connect empathi,2020-07-08 19:30:00,facebook,"Engagement, WebSeriesJourney",30,60,canada,Other,0,0,2,1
533,film festiv indi filmmak creation receiv stand ovat evok pride sens accomplish,2017-09-18 21:45:00,twitter,"Pride, IndieFilmSuccess",22,45,australia,Positive,0,1,3,0
534,watch heartwarm famili drama tear flow freeli charact overcom challeng leav viewer warm glow,2021-01-15 18:00:00,instagram,"Touched, FamilyDramaMoments",28,55,india,Other,1,0,2,2
535,oscar actor gracious accept award radiat joy gratitud recognit outstand perform,2016-02-28 20:30:00,facebook,"Gratitude, OscarWinningMoment",18,35,usa,Positive,0,0,3,5
536,discov hidden gem world documentari viewer enlighten inspir feel renew sens curios,2022-04-20 17:30:00,twitter,"Inspiration, HiddenGemDiscovery",22,45,other,Neutral,0,1,1,3
537,movi credit roll viewer experi mix awe contempl ponder deeper mean woven storylin,2019-11-05 21:15:00,instagram,"Contemplation, DeepMeanings",28,55,other,Other,1,0,2,3
538,thrill crime seri suspens keep viewer edg seat creat rush adrenalin,2015-07-12 22:00:00,facebook,"Suspense, CrimeSeriesThrills",35,70,other,Other,0,0,2,3
539,close scene unfold sens satisfact wash complet cinemat journey profound fulfil end,2020-09-10 19:45:00,twitter,"Satisfaction, FulfillingEnding",22,45,other,Positive,0,1,3,3
540,celebr histor victori world cup nation erupt joy unit triumph footbal team,2018-07-15 21:30:00,instagram,"Joy, WorldCupTriumph",40,80,other,Positive,1,0,3,3
541,olymp athlet persever shine earn gold medal inspir gener remark achiev,2020-08-08 19:45:00,twitter,"Inspiration, OlympicAchievement",35,70,usa,Neutral,0,1,1,5
542,cricket championship finish leav fan edg seat experienc rollercoast emot,2019-06-25 22:15:00,facebook,"Excitement, CricketChampionship",30,60,india,Positive,0,0,3,2
543,wit marathon spectat fill awe admir endur dedic runner,2021-11-07 17:30:00,instagram,"Admiration, MarathonRecords",22,45,other,Positive,1,0,3,3
544,tenni grand slam fierc rivalri unfold captiv fan display skill sportsmanship world stage,2017-09-10 20:15:00,twitter,"Captivation, TennisRivalry",28,55,uk,Neutral,0,1,1,4
545,cheer underdog basketbal final crowd erupt applaus team defi odd claim championship titl,2022-06-20 21:00:00,facebook,"Triumph, BasketballFinals",18,35,usa,Other,0,0,2,5
546,golf tournament golfer precis focu lead stun victori leav spectat awe except skill,2016-04-10 18:30:00,instagram,"Awe, GolfVictory",22,45,other,Neutral,1,0,1,3
547,experienc thrill formula 1 race fan edg seat driver compet championship,2019-11-24 19:45:00,twitter,"Thrill, Formula1Championship",28,55,other,Neutral,0,1,1,3
548,cycl world championship climber conquer challeng terrain symbol determin achiev odd,2015-09-28 22:30:00,facebook,"Determination, CyclingChampion",35,70,other,Other,0,0,2,3
549,wit heartwarm comeback hockey final fan share tear joy team secur histor victori advers,2020-12-12 20:00:00,instagram,"Heartwarming, HockeyFinalsComeback",22,45,canada,Other,1,0,2,1
550,seri defeat soccer team face disappoint struggl find silver line challeng season,2019-11-02 18:45:00,twitter,"Disappointment, SoccerDefeats",40,80,other,Negative,0,1,0,3
551,tenni tournament highli anticip player experi setback leav fan shock question unforeseen turn event,2018-07-10 21:15:00,instagram,"Frustration, TennisSetback",35,70,usa,Negative,1,0,0,5
552,face defeat championship boxer reflect challeng vow return stronger determin next bout,2020-09-18 19:30:00,facebook,"Reflection, BoxingDefeat",30,60,uk,Other,0,0,2,4
553,midst cycl race tire blowout lead frustrat cyclist valiantli tri overcom unexpect obstacl,2017-05-15 22:00:00,twitter,"Obstacle, CyclingFrustration",22,45,other,Other,0,1,2,3
554,gymnast unexpect fall routin spark wave sympathi audienc highlight vulner sport,2021-04-05 20:15:00,instagram,"Sympathy, GymnasticsFall",28,55,other,Other,1,0,2,3
555,golf tournament miss crucial putt result defeat caus golfer reflect pressur competit,2016-08-20 18:30:00,facebook,"Pressure, GolfDefeat",18,35,usa,Other,0,0,2,5
556,experienc seri loss basketbal season team grappl frustrat determin turn tide renew effort,2019-02-12 19:45:00,twitter,"RenewedEffort, BasketballStruggles",22,45,canada,Other,0,1,2,1
557,despit meticul train swimmer face disappoint miscalcul cost lead crucial race,2015-06-28 20:00:00,instagram,"Miscalculation, SwimmingDisappointment",28,55,australia,Other,1,0,2,0
558,weightlift fail attempt person record result frustrat highlight challeng natur push physic limit,2022-01-08 21:30:00,facebook,"Challenge, WeightliftingFailure",35,70,other,Other,0,0,2,3
559,midst soccer match unexpect goal creat moment despair player teammat consol encourag,2018-12-15 20:15:00,twitter,"Despair, OwnGoal",22,45,other,Negative,0,1,0,3
560,seren beauti sunset natur unfold canva color evok sens tranquil wonder,2021-07-10 19:00:00,instagram,"Tranquility, SunsetBeauty",40,80,canada,Other,1,0,2,1
561,embark spontan road trip travel discov hidden gem creat memori cherish lifetim,2019-09-28 20:30:00,twitter,"Adventure, RoadTripMemories",35,70,usa,Other,0,1,2,5
562,amidst bustl citi quiet café becom sanctuari reflect cup coffe bring solac wander mind,2022-03-15 18:45:00,facebook,"Solace, CafeReflection",30,60,other,Other,0,0,2,3
563,explor vibrant street art cultur neighborhood mural tell stori infus citi creativ express,2017-11-05 21:15:00,instagram,"Creativity, StreetArtVibes",22,45,other,Neutral,1,0,1,3
564,world scienc breakthrough discoveri unfold push boundari knowledg open new frontier explor,2020-05-20 16:30:00,twitter,"Breakthrough, ScientificDiscovery",28,55,other,Other,0,1,2,3
565,connect melodi live orchestra music enthusiast experi symphoni reson deep within soul,2016-08-22 19:45:00,facebook,"Harmony, OrchestraMelody",18,35,uk,Other,0,0,2,4
566,embrac aroma freshli bake bread home chef find joy art bake creat delici memori love one,2023-04-10 17:15:00,instagram,"JoyInBaking, HomemadeDelights",22,45,india,Other,1,0,2,2
567,wander histor museum histori enthusiast becom immers tale past envis bygon era,2015-12-18 18:00:00,twitter,"EnvisioningHistory, MuseumTales",28,55,other,Other,0,1,2,3
568,realm literatur captiv novel transport reader distant land weav tapestri imagin escap,2021-10-08 20:30:00,facebook,"Imagination, LiteraryEscape",35,70,other,Other,0,0,2,3
569,captur essenc bustl market photograph freez moment time frame tell uniqu vibrant stori,2019-03-22 21:45:00,instagram,"Vibrancy, MarketStories",22,45,australia,Other,1,0,2,0
570,underneath citi light dancer express emot grace movement creat mesmer perform night sky,2018-06-15 22:00:00,twitter,"Mesmerizing, NightDancePerformance",40,80,usa,Other,0,1,2,5
571,heart bustl market street food connoisseur indulg culinari adventur savor divers flavor aroma,2019-08-28 19:30:00,instagram,"CulinaryAdventure, StreetFoodDelights",35,70,other,Other,1,0,2,3
572,first snowflak descend winter enthusiast eagerli prepar season frosti delight anticip magic landscap,2022-12-01 17:45:00,facebook,"WinterMagic, SnowyLandscapes",30,60,canada,Other,0,0,2,1
573,amidst page captiv mysteri novel reader unravel clue secret experienc thrill journey suspens revel,2017-04-10 21:15:00,twitter,"ThrillingJourney, MysteryNovel",22,45,uk,Other,0,1,2,4
574,surround vibrant color flower garden garden nurtur blossom find joy beauti natur canva,2020-05-15 18:30:00,instagram,"NaturesBeauty, FloralJoy",28,55,australia,Other,1,0,2,0
575,astronomi observatori stargaz marvel vast cosmo contempl mysteri hidden within celesti expans,2016-09-22 20:00:00,facebook,"CelestialWonder, Stargazing",18,35,usa,Other,0,0,2,5
576,engulf aroma freshli brew coffe writer find inspir everi sip embark journey creativ prose,2023-02-12 19:45:00,twitter,"CreativeInspiration, CoffeeJourney",22,45,other,Neutral,0,1,1,3
577,realm fashion design unveil collect tell stori blend innov tradit runway creativ,2015-11-10 21:00:00,instagram,"RunwayCreativity, FashionInnovation",28,55,other,Neutral,1,0,1,3
578,wave crash shore surfer embrac thrill ride ocean energi captur essenc freedom wave,2021-07-20 18:15:00,facebook,"OceansFreedom, SurfingThrills",22,45,other,Neutral,0,0,1,3
579,explor histor architectur ancient citi travel transport bygon era monument whisper tale past,2019-04-18 20:30:00,twitter,"WhispersOfThePast, HistoricalTour",35,70,other,Neutral,0,1,1,3
580,success avoid eye contact crush mission teencrush stealthmod,2023-05-20 19:45:00,twitter,"CrushStruggles, AvoidingEyeContact",15,30,usa,Positive,0,1,3,5
581,ran snack movi crisi level emerg movienightstruggl teenproblem,2023-05-21 21:00:00,instagram,"SnackCrisis, TeenLife",18,35,canada,Neutral,1,0,1,1
582,spent hour choos perfect filter struggl instagram aesthet selfiequeen teenvib,2023-05-22 14:30:00,facebook,"SelfieStruggle, TeenConfessions",22,45,uk,Positive,0,0,3,4
583,lost headphon vanish thin air headphonemysteri teenlif,2023-05-23 16:45:00,twitter,"TeenProblems, LostHeadphones",20,40,usa,Negative,0,1,0,5
584,decid studi exam end make meme studi procrastin level procrastinationn teenconfess,2023-05-24 13:15:00,instagram,"StudyingMemes, TeenLife",25,50,canada,Neutral,1,0,1,1
585,got dress day rememb weekendvib teenstruggl,2023-05-25 19:00:00,facebook,"WeekendOops, TeenFashion",20,40,usa,Neutral,0,0,1,5
586,surviv group project without miracl groupprojectsuccess teenachiev,2023-05-26 14:20:00,twitter,"TeenSuccess, ProjectMiracle",28,55,uk,Positive,0,1,3,4
